V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,R2
2.45776+j2.60262,4.44463+j1.84895,5.21009+j0.138719,4.86524-j1.30221,4.11738-j2.12468,3.37297-j2.49178,2.75232-j2.60283,2.26228-j2.58401,1.88023-j2.50357,1.58132-j2.39668,3235.2
2.05628+j2.79814,4.3992+j2.53843,5.79335+j0.639429,5.55117-j1.31761,4.58675-j2.42035,3.6249-j2.8489,2.86122-j2.9311,2.28856-j2.86049,1.86141-j2.72952,1.53908-j2.57998,2562
2.33089+j2.67793,4.44962+j2.06453,5.39317+j0.278186,5.06849-j1.31085,4.25828-j2.21219,3.4515-j2.59831,2.78846-j2.70243,2.27302-j2.66923,1.87658-j2.57412,1.56989-j2.4545,2982
2.67689+j2.43533,4.39506+j1.47855,4.8914-j0.0722272,4.53057-j1.28047,3.88175-j1.98074,3.23609-j2.31521,2.68488-j2.43457,2.2382-j2.43737,1.88178-j2.38022,1.59745-j2.29426,3831.6
2.61392+j2.48893,4.41473+j1.58507,4.98379-j0.0149321,4.62541-j1.28758,3.949-j2.02152,3.27587-j2.36539,2.70505-j2.48279,2.2459-j2.47974,1.88196-j2.41612,1.59327-j2.32424,3632.4
2.53943+j2.54634,4.43229+j1.71088,5.09207+j0.0561474,4.73874-j1.29509,4.02886-j2.07027,3.32237-j2.42521,2.72804-j2.53986,2.25417-j2.52952,1.88151-j2.45802,1.58786-j2.35906,3428.4
2.13329+j2.76979,4.42214+j2.40443,5.6803+j0.528587,5.40848-j1.31763,4.49051-j2.35874,3.57548-j2.77518,2.84151-j2.86465,2.2853-j2.80553,1.86674-j2.68528,1.54862-j2.54452,2666.4
2.85341+j2.25453,4.3142+j1.17598,4.62412-j0.221783,4.26456-j1.2565,3.69103-j1.86637,3.12013-j2.17391,2.62355-j2.29707,2.21258-j2.31501,1.87828-j2.2754,1.60719-j2.20587,4596
2.26439+j2.71209,4.44526+j2.17831,5.48941+j0.357521,5.17927-j1.31411,4.33441-j2.2599,3.49288-j2.65612,2.80672-j2.75588,2.27776-j2.71448,1.87385-j2.61126,1.56322-j2.48472,2866.8
2.58544+j2.5116,4.42216+j1.63318,5.0253+j0.0117989,4.66856-j1.29057,3.97948-j2.04008,3.29371-j2.38819,2.71394-j2.50458,2.24916-j2.49881,1.88187-j2.43219,1.59126-j2.33763,3550.8
2.69045+j2.42312,4.39023+j1.45555,4.87135-j0.0842662,4.5102-j1.27884,3.86725-j1.97198,3.22744-j2.30442,2.68043-j2.42415,2.23645-j2.42818,1.88167-j2.37241,1.5983-j2.28772,3878.4
2.50285+j2.57236,4.4387+j1.77268,5.14499+j0.0924942,4.79506-j1.29842,4.06835-j2.09449,3.34507-j2.45488,2.73902-j2.56798,2.25792-j2.55392,1.88104-j2.47846,1.58501-j2.37597,3338.4
2.75624+j2.36023,4.36367+j1.34358,4.77318-j0.141257,4.41147-j1.27047,3.79676-j1.92954,3.18498-j2.25204,2.65831-j2.37341,2.2275-j2.38324,1.88078-j2.33406,1.60219-j2.25549,4129.2
2.77866+j2.3373,4.35338+j1.3052,4.73928-j0.16019,4.37776-j1.26742,3.77258-j1.91504,3.17027-j2.23413,2.65053-j2.35598,2.22424-j2.36772,1.88034-j2.32077,1.60343-j2.24428,4225.2
2.29143+j2.69861,4.44762+j2.13196,5.45024+j0.324699,5.13382-j1.3129,4.30323-j2.24032,3.47601-j2.63242,2.79935-j2.73403,2.27591-j2.69601,1.87503-j2.59613,1.56598-j2.47245,2912.4
2.02631+j2.80812,4.38831+j2.5908,5.83753+j0.684882,5.60856-j1.31714,4.62526-j2.44514,3.64436-j2.87846,2.86875-j2.95757,2.28958-j2.88224,1.8591-j2.74694,1.53515-j2.59387,2523.6
2.2593+j2.71456,4.44473+j2.18704,5.49679+j0.363785,5.18788-j1.31432,4.34031-j2.26361,3.49606-j2.66061,2.80811-j2.76002,2.2781-j2.71797,1.87362-j2.61411,1.56268-j2.48705,2858.4
2.40783+j2.63392,4.44865+j1.93359,5.28212+j0.191874,4.94412-j1.30597,4.17226-j2.15864,3.40385-j2.53319,2.76676-j2.64171,2.26678-j2.61742,1.87903-j2.53133,1.57701-j2.4195,3129.6
2.52022+j2.56017,4.43584+j1.74332,5.11987+j0.0751052,4.76825-j1.29687,4.04957-j2.08296,3.3343-j2.44076,2.73383-j2.55461,2.25616-j2.54233,1.88129-j2.46876,1.58638-j2.36796,3380.4
2.7987+j2.3161,4.34364+j1.27077,4.70876-j0.176925,4.34756-j1.26461,3.75088-j1.90206,3.15702-j2.21808,2.64346-j2.34032,2.22124-j2.35375,1.87988-j2.30877,1.60449-j2.23416,4316.4
2.2341+j2.72652,4.44165+j2.23032,5.53335+j0.395233,5.23086-j1.31528,4.36971-j2.28214,3.51182-j2.68298,2.8149-j2.78058,2.27972-j2.73528,1.87242-j2.62824,1.56003-j2.4985,2817.6
2.24976+j2.71915,4.44364+j2.20341,5.51062+j0.375606,5.20409-j1.3147,4.3514-j2.2706,3.50201-j2.66904,2.81068-j2.76778,2.27872-j2.7245,1.87318-j2.61946,1.56168-j2.49138,2842.8
2.25784+j2.71527,4.44457+j2.18954,5.4989+j0.365587,5.19036-j1.31439,4.34201-j2.26468,3.49696-j2.6619,2.8085-j2.76121,2.2782-j2.71897,1.87355-j2.61492,1.56253-j2.48771,2856
2.86809+j2.23703,4.30557+j1.15032,4.60104-j0.233632,4.24209-j1.2542,3.67478-j1.85672,3.11003-j2.16194,2.61803-j2.28531,2.21012-j2.30444,1.87777-j2.26626,1.60786-j2.19811,4680
2.48284+j2.58604,4.44161+j1.80652,5.1739+j0.112813,4.8261-j1.30014,4.09006-j2.10785,3.35747-j2.47121,2.74496-j2.58342,2.2599-j2.56728,1.88071-j2.48961,1.5834-j2.38518,3291.6
2.8799+j2.22261,4.29838+j1.12958,4.58234-j0.243114,4.22395-j1.25231,3.66164-j1.84892,3.10184-j2.15227,2.61354-j2.27579,2.20811-j2.29587,1.87732-j2.25885,1.60838-j2.1918,4750.8
2.65029+j2.45859,4.40392+j1.5236,4.93056-j0.048308,4.57057-j1.28356,3.91016-j1.99794,3.25297-j2.33639,2.69349-j2.45496,2.24154-j2.45532,1.88192-j2.39545,1.59573-j2.307,3744
2.56788+j2.52513,4.4263+j1.66282,5.05081+j0.0285454,4.69526-j1.29233,3.99829-j2.05156,3.30466-j2.40228,2.71936-j2.51803,2.25111-j2.51054,1.88177-j2.44207,1.58999-j2.34583,3502.8
2.79432+j2.32079,4.34582+j1.27831,4.71546-j0.173281,4.35417-j1.26524,3.75564-j1.9049,3.15992-j2.22159,2.64502-j2.34375,2.22191-j2.35682,1.87998-j2.31141,1.60426-j2.23638,4296
2.60984+j2.49224,4.41585+j1.59197,4.98975-j0.0111311,4.63159-j1.28802,3.95336-j2.02418,3.27843-j2.36865,2.70633-j2.48591,2.24637-j2.48248,1.88195-j2.41843,1.59299-j2.32617,3620.4
2.26075+j2.71385,4.44488+j2.18453,5.49467+j0.361987,5.18541-j1.31426,4.33862-j2.26255,3.49514-j2.65932,2.80771-j2.75883,2.27801-j2.71696,1.87369-j2.61329,1.56284-j2.48638,2860.8
2.65662+j2.45312,4.40189+j1.51287,4.92124-j0.0540473,4.56103-j1.28284,3.90339-j1.99384,3.24895-j2.33134,2.69145-j2.4501,2.24075-j2.45105,1.8819-j2.39183,1.59614-j2.30397,3764.4
2.77484+j2.34127,4.35518+j1.31176,4.74508-j0.156978,4.38351-j1.26795,3.77671-j1.91752,3.17279-j2.23719,2.65187-j2.35896,2.2248-j2.37037,1.88042-j2.32304,1.60322-j2.2462,4208.4
2.63732+j2.46959,4.40794+j1.54552,4.94957-j0.0365043,4.59009-j1.28502,3.924-j2.00633,3.26115-j2.34671,2.69764-j2.46488,2.24312-j2.46404,1.88195-j2.40284,1.59487-j2.31317,3703.2
2.1812+j2.75013,4.43287+j2.3215,5.61033+j0.463653,5.32288-j1.31683,4.43243-j2.32181,3.5451-j2.7308,2.82898-j2.82432,2.28283-j2.77193,1.86961-j2.65807,1.55419-j2.52261,2736
2.62716+j2.47807,4.41096+j1.56271,4.96446-j0.0271737,4.60542-j1.28614,3.93486-j2.01293,3.26755-j2.35483,2.70087-j2.47266,2.24434-j2.47087,1.88197-j2.40862,1.59418-j2.31799,3672
2.12733+j2.77213,4.42062+j2.41477,5.68902+j0.536877,5.4193-j1.31769,4.49783-j2.36341,3.57928-j2.78078,2.84306-j2.86972,2.28558-j2.80974,1.86636-j2.68869,1.54791-j2.54725,2658
2.12562+j2.77279,4.42018+j2.41774,5.69153+j0.539265,5.42241-j1.3177,4.49994-j2.36475,3.58037-j2.78239,2.8435-j2.87118,2.28566-j2.81095,1.86625-j2.68967,1.5477-j2.54805,2655.6
2.43895+j2.61469,4.44646+j1.88082,5.23723+j0.1585,4.89481-j1.30368,4.13799-j2.13741,3.38461-j2.50732,2.7578-j2.61745,2.26402-j2.59659,1.87981-j2.51403,1.57973-j2.4053,3194.4
2.62992+j2.47578,4.41016+j1.55805,4.96042-j0.0297125,4.60126-j1.28584,3.93191-j2.01114,3.26582-j2.35262,2.69999-j2.47055,2.24401-j2.46902,1.88196-j2.40705,1.59437-j2.31668,3680.4
2.7249+j2.39098,4.37698+j1.39704,4.82017-j0.114376,4.45853-j1.27456,3.83041-j1.94977,3.20532-j2.27702,2.66898-j2.39765,2.23187-j2.40475,1.88129-j2.35244,1.60039-j2.27096,4004.4
2.81543+j2.29787,4.33508+j1.24192,4.68311-j0.190762,4.32228-j1.2622,3.73268-j1.89119,3.14585-j2.20464,2.63747-j2.32718,2.21867-j2.34201,1.87944-j2.29868,1.60534-j2.22561,4396.8
2.87114+j2.23333,4.30374+j1.14497,4.59622-j0.236085,4.23741-j1.25372,3.67139-j1.85471,3.10792-j2.15944,2.61688-j2.28286,2.2096-j2.30223,1.87766-j2.26435,1.608-j2.19649,4698
2.84777+j2.26115,4.31744+j1.18583,4.63296-j0.217206,4.27316-j1.25737,3.69725-j1.87008,3.12399-j2.17849,2.62565-j2.30157,2.2135-j2.31905,1.87848-j2.2789,1.60693-j2.20884,4564.8
2.58716+j2.51026,4.42174+j1.63027,5.02279+j0.0101673,4.66595-j1.29039,3.97762-j2.03896,3.29263-j2.3868,2.71341-j2.50327,2.24897-j2.49765,1.88188-j2.43122,1.59139-j2.33682,3555.6
2.7424+j2.37399,4.3697+j1.36722,4.79398-j0.129445,4.43226-j1.2723,3.81163-j1.93847,3.19399-j2.26308,2.66305-j2.38413,2.22945-j2.39276,1.88103-j2.34221,1.60141-j2.26235,4072.8
2.72895+j2.38708,4.37532+j1.39012,4.81411-j0.117888,4.45244-j1.27404,3.82606-j1.94715,3.2027-j2.27379,2.66761-j2.39452,2.23131-j2.40197,1.88123-j2.35007,1.60063-j2.26897,4020
2.59058+j2.50757,4.42088+j1.62448,5.01781+j0.00692708,4.66074-j1.29003,3.97396-j2.03672,3.29049-j2.38406,2.71235-j2.50064,2.24858-j2.49536,1.8819-j2.4293,1.59163-j2.33521,3565.2
2.75855+j2.35791,4.36264+j1.33964,4.7697-j0.143215,4.40801-j1.27016,3.79427-j1.92805,3.18347-j2.25021,2.65752-j2.37162,2.22716-j2.38164,1.88074-j2.3327,1.60232-j2.25434,4138.8
2.35112+j2.66684,4.44999+j2.03004,5.36395+j0.254948,5.03543-j1.30968,4.23547-j2.19795,3.43895-j2.58102,2.78282-j2.68637,2.27146-j2.65556,1.8773-j2.56286,1.57181-j2.44532,3019.2
2.72834+j2.38768,4.37559+j1.39118,4.81504-j0.117351,4.45337-j1.27412,3.82672-j1.94755,3.20311-j2.27428,2.66781-j2.395,2.2314-j2.4024,1.88124-j2.35043,1.60059-j2.26927,4017.6
2.11615+j2.77645,4.41764+j2.43418,5.70541+j0.552551,5.43968-j1.31777,4.51161-j2.3722,3.58641-j2.79132,2.84594-j2.87926,2.2861-j2.81766,1.86563-j2.69507,1.54656-j2.55239,2642.4
2.68076+j2.43187,4.39371+j1.47199,4.88568-j0.0756726,4.52475-j1.28001,3.87762-j1.97824,3.23362-j2.31213,2.68362-j2.4316,2.2377-j2.43475,1.88176-j2.378,1.5977-j2.2924,3844.8
2.45119+j2.60687,4.44532+j1.86008,5.21958+j0.145597,4.87556-j1.30273,4.12457-j2.12913,3.37704-j2.4972,2.75424-j2.60793,2.2629-j2.5884,1.88009-j2.50722,1.58077-j2.39969,3220.8
2.88107+j2.22116,4.29766+j1.12752,4.58046-j0.244054,4.22214-j1.25213,3.66033-j1.84814,3.10102-j2.1513,2.61309-j2.27485,2.2079-j2.29502,1.87728-j2.2581,1.60844-j2.19118,4758
2.17959+j2.75081,4.43255+j2.32428,5.61268+j0.465785,5.32572-j1.31686,4.43436-j2.32303,3.54612-j2.73228,2.82941-j2.82566,2.28292-j2.77305,1.86952-j2.65898,1.55401-j2.52334,2733.6
2.66032+j2.44993,4.40068+j1.50662,4.91582-j0.0573741,4.55548-j1.28241,3.89945-j1.99145,3.24661-j2.3284,2.69026-j2.44727,2.24029-j2.44856,1.88188-j2.38972,1.59639-j2.30221,3776.4
2.63655+j2.47024,4.40818+j1.54683,4.9507-j0.0357961,4.59126-j1.2851,3.92483-j2.00684,3.26164-j2.34733,2.69789-j2.46547,2.24321-j2.46456,1.88196-j2.40328,1.59482-j2.31353,3700.8
2.82121+j2.29144,4.33204+j1.23192,4.67418-j0.195523,4.31352-j1.26136,3.72637-j1.88743,3.14196-j2.19997,2.63538-j2.32262,2.21776-j2.33793,1.87928-j2.29516,1.60564-j2.22264,4425.6
2.64385+j2.46407,4.40594+j1.53448,4.94001-j0.0424613,4.58026-j1.28429,3.91703-j2.00211,3.25703-j2.34151,2.69555-j2.45988,2.24232-j2.45965,1.88194-j2.39912,1.5953-j2.31006,3723.6
2.57936+j2.51632,4.42363+j1.64343,5.03413+j0.0175701,4.67779-j1.29118,3.98598-j2.04405,3.2975-j2.39306,2.71582-j2.50924,2.24984-j2.50287,1.88184-j2.43561,1.59082-j2.34047,3534
2.7016+j2.4129,4.3861+j1.43664,4.85484-j0.0940786,4.49348-j1.27748,3.85535-j1.9648,3.2203-j2.29555,2.67675-j2.41559,2.23499-j2.42062,1.88156-j2.36597,1.59899-j2.28232,3918
2.68182+j2.43093,4.39334+j1.47021,4.88413-j0.0766055,4.52318-j1.27988,3.8765-j1.97756,3.23295-j2.31129,2.68327-j2.43079,2.23757-j2.43404,1.88174-j2.37739,1.59776-j2.29189,3848.4
2.45558+j2.60404,4.44487+j1.85264,5.21324+j0.140999,4.86866-j1.30238,4.11977-j2.12616,3.37433-j2.49359,2.75296-j2.60453,2.26249-j2.58547,1.88018-j2.50478,1.58114-j2.39768,3230.4
2.59526+j2.50389,4.4197+j1.61659,5.011+j0.00252092,4.65365-j1.28955,3.96896-j2.03367,3.28757-j2.38032,2.71089-j2.49706,2.24805-j2.49223,1.88191-j2.42666,1.59197-j2.33302,3578.4
2.7274+j2.38858,4.37596+j1.39278,4.81643-j0.116542,4.45477-j1.27424,3.82773-j1.94815,3.20371-j2.27503,2.66813-j2.39572,2.23152-j2.40303,1.88125-j2.35099,1.60054-j2.26973,4014
2.79535+j2.31968,4.3453+j1.27653,4.71387-j0.174144,4.35261-j1.26509,3.75451-j1.90423,3.15924-j2.22077,2.64465-j2.34294,2.22175-j2.35609,1.87996-j2.31078,1.60431-j2.23585,4300.8
2.79041+j2.32495,4.34774+j1.28504,4.72142-j0.170019,4.36007-j1.26579,3.75988-j1.90744,3.16252-j2.22473,2.6464-j2.34682,2.22249-j2.35955,1.88008-j2.31376,1.60406-j2.23836,4278
2.85016+j2.25834,4.31607+j1.18164,4.62921-j0.219155,4.26951-j1.257,3.69461-j1.8685,3.12235-j2.17654,2.62476-j2.29966,2.21311-j2.31734,1.87839-j2.27741,1.60704-j2.20758,4578
2.03199+j2.80627,4.39046+j2.58085,5.82914+j0.676151,5.59758-j1.31724,4.61791-j2.44039,3.64066-j2.87281,2.86733-j2.95252,2.28939-j2.87809,1.85955-j2.74362,1.5359-j2.59123,2530.8
2.80201+j2.31252,4.34197+j1.26506,4.70369-j0.179675,4.34256-j1.26414,3.74728-j1.89991,3.15481-j2.21542,2.64229-j2.33773,2.22074-j2.35143,1.8798-j2.30679,1.60466-j2.23247,4332
2.29073+j2.69897,4.44757+j2.13316,5.45125+j0.325538,5.13499-j1.31293,4.30403-j2.24082,3.47645-j2.63303,2.79954-j2.73459,2.27596-j2.6965,1.875-j2.59652,1.5659-j2.47277,2911.2
2.85577+j2.25175,4.31285+j1.17187,4.62043-j0.22369,4.26095-j1.25613,3.68843-j1.86483,3.11851-j2.17199,2.62267-j2.29519,2.21219-j2.31332,1.8782-j2.27394,1.6073-j2.20464,4609.2
2.80074+j2.31389,4.34261+j1.26725,4.70564-j0.178622,4.34448-j1.26432,3.74867-j1.90073,3.15565-j2.21644,2.64274-j2.33873,2.22093-j2.35232,1.87983-j2.30755,1.60459-j2.23311,4326
2.85513+j2.25251,4.31322+j1.17299,4.62143-j0.223172,4.26193-j1.25623,3.68914-j1.86525,3.11895-j2.17251,2.62291-j2.2957,2.21229-j2.31378,1.87822-j2.27433,1.60727-j2.20497,4605.6
2.54319+j2.54358,4.43154+j1.70453,5.08663+j0.0524674,4.73298-j1.29473,4.02482-j2.06779,3.32004-j2.42217,2.7269-j2.53697,2.25377-j2.52702,1.88155-j2.45592,1.58814-j2.35731,3438
2.45394+j2.60511,4.44503+j1.85542,5.21561+j0.142717,4.87124-j1.30251,4.12156-j2.12727,3.37534-j2.49494,2.75344-j2.6058,2.26264-j2.58657,1.88014-j2.50569,1.581-j2.39844,3226.8
2.36007+j2.66183,4.45+j2.0148,5.35103+j0.244799,5.0209-j1.30913,4.22543-j2.19169,3.4334-j2.57341,2.78031-j2.67928,2.27075-j2.64953,1.8776-j2.55788,1.57265-j2.44125,3036
2.51186+j2.56608,4.43726+j1.75746,5.13197+j0.0834548,4.78115-j1.29762,4.05861-j2.08851,3.33949-j2.44756,2.73634-j2.56105,2.25702-j2.54792,1.88117-j2.47343,1.58572-j2.37182,3360
2.78804+j2.32747,4.34889+j1.28911,4.72503-j0.168041,4.36365-j1.26612,3.76244-j1.90897,3.16409-j2.22663,2.64724-j2.34867,2.22285-j2.3612,1.88013-j2.31518,1.60393-j2.23956,4267.2
2.30253+j2.69291,4.44835+j2.11297,5.43417+j0.311452,5.11533-j1.31235,4.29052-j2.23236,3.46911-j2.62277,2.7963-j2.72511,2.27512-j2.68846,1.87548-j2.58993,1.5671-j2.46739,2931.6
2.80729+j2.30679,4.33929+j1.25596,4.6956-j0.18405,4.33458-j1.26339,3.74154-j1.89648,3.15129-j2.21118,2.6404-j2.33358,2.21993-j2.34773,1.87966-j2.3036,1.60493-j2.22978,4357.2
2.55568+j2.53433,4.42897+j1.68342,5.06851+j0.0403104,4.71387-j1.29353,4.01139-j2.05957,3.31227-j2.4121,2.7231-j2.52738,2.25244-j2.51868,1.88167-j2.44891,1.58908-j2.35152,3470.4
2.76198+j2.35444,4.36109+j1.33377,4.76453-j0.146124,4.40285-j1.2697,3.79058-j1.92583,3.18123-j2.24747,2.65633-j2.36896,2.22667-j2.37927,1.88068-j2.33067,1.60251-j2.25263,4153.2
2.87336+j2.23063,4.30239+j1.14108,4.59271-j0.237866,4.23401-j1.25336,3.66893-j1.85324,3.10639-j2.15763,2.61604-j2.28107,2.20923-j2.30062,1.87758-j2.26297,1.6081-j2.19531,4711.2
2.17798+j2.7515,4.43223+j2.32707,5.61503+j0.467926,5.32856-j1.3169,4.43629-j2.32426,3.54713-j2.73375,2.82983-j2.82701,2.283-j2.77417,1.86943-j2.65989,1.55381-j2.52409,2731.2
2.84535+j2.26397,4.31881+j1.19004,4.63674-j0.21524,4.27686-j1.25774,3.69992-j1.87166,3.12563-j2.18046,2.62654-j2.3035,2.2139-j2.32079,1.87855-j2.28039,1.60681-j2.2101,4551.6
2.27803+j2.70536,4.44655+j2.15491,5.46964+j0.340865,5.15627-j1.31352,4.31864-j2.24999,3.48436-j2.64413,2.80302-j2.74484,2.27684-j2.70515,1.87446-j2.60362,1.56462-j2.47852,2889.6
2.5798+j2.51599,4.42352+j1.6427,5.03349+j0.0171547,4.67713-j1.29114,3.98551-j2.04376,3.29723-j2.39271,2.71568-j2.5089,2.24979-j2.50257,1.88184-j2.43537,1.59085-j2.34026,3535.2
2.43443+j2.61753,4.44685+j1.88847,5.24375+j0.163289,4.90194-j1.30402,4.14294-j2.14048,3.3874-j2.51106,2.7591-j2.62096,2.26443-j2.59961,1.87971-j2.51654,1.57934-j2.40736,3184.8
2.80151+j2.31308,4.34223+j1.26594,4.70447-j0.179254,4.34332-j1.26421,3.74784-j1.90024,3.15515-j2.21583,2.64247-j2.33813,2.22082-j2.35179,1.87981-j2.30709,1.60464-j2.23272,4329.6
2.74953+j2.36694,4.36662+j1.35504,4.78327-j0.135543,4.42155-j1.27136,3.80397-j1.93387,3.18935-j2.25739,2.66062-j2.37861,2.22844-j2.38785,1.8809-j2.33801,1.60182-j2.25882,4101.6
2.58673+j2.5106,4.42184+j1.631,5.02341+j0.0105744,4.6666-j1.29043,3.97809-j2.03924,3.29289-j2.38715,2.71354-j2.5036,2.24902-j2.49794,1.88188-j2.43146,1.59136-j2.33702,3554.4
2.52169+j2.55913,4.43557+j1.74084,5.11775+j0.07365,4.76599-j1.29673,4.04799-j2.08199,3.33339-j2.43957,2.73339-j2.55349,2.25602-j2.54136,1.8813-j2.46794,1.58649-j2.36728,3384
2.67618+j2.43596,4.39531+j1.47975,4.89245-j0.0715963,4.53164-j1.28055,3.8825-j1.98119,3.23653-j2.31577,2.68511-j2.4351,2.23829-j2.43785,1.88178-j2.38063,1.59741-j2.2946,3829.2
2.84535+j2.26397,4.31881+j1.19004,4.63674-j0.21524,4.27686-j1.25774,3.69992-j1.87166,3.12563-j2.18046,2.62654-j2.3035,2.2139-j2.32079,1.87855-j2.28039,1.60681-j2.2101,4551.6
2.85598+j2.2515,4.31272+j1.1715,4.6201-j0.223863,4.26063-j1.2561,3.68819-j1.86469,3.11837-j2.17182,2.62259-j2.29502,2.21215-j2.31316,1.8782-j2.27381,1.60731-j2.20452,4610.4
2.86809+j2.23703,4.30557+j1.15032,4.60104-j0.233632,4.24209-j1.2542,3.67478-j1.85672,3.11003-j2.16194,2.61803-j2.28531,2.21012-j2.30444,1.87777-j2.26626,1.60786-j2.19811,4680
2.44287+j2.6122,4.44611+j1.87418,5.23158+j0.154353,4.88863-j1.30338,4.13369-j2.13476,3.38219-j2.50408,2.75666-j2.61439,2.26367-j2.59397,1.8799-j2.51185,1.58006-j2.4035,3202.8
2.8409+j2.26913,4.32132+j1.19779,4.64368-j0.211618,4.28364-j1.25842,3.70481-j1.87458,3.12866-j2.18406,2.62819-j2.30704,2.21463-j2.32396,1.8787-j2.28313,1.6066-j2.21243,4527.6
2.74598+j2.37046,4.36816+j1.3611,4.78861-j0.132512,4.42688-j1.27183,3.80778-j1.93616,3.19166-j2.26022,2.66182-j2.38136,2.22895-j2.3903,1.88096-j2.3401,1.60162-j2.26058,4087.2
2.33287+j2.67685,4.44968+j2.06115,5.3903+j0.275889,5.06525-j1.31074,4.25604-j2.21078,3.45026-j2.59661,2.78791-j2.70085,2.27287-j2.66788,1.87666-j2.57302,1.57008-j2.45361,2985.6
2.71115+j2.40401,4.38245+j1.42042,4.84066-j0.102432,4.47915-j1.2763,3.84513-j1.95864,3.21418-j2.28796,2.67358-j2.40825,2.23373-j2.41412,1.88146-j2.36044,1.59957-j2.27768,3952.8
1.94006+j2.83367,4.35065+j2.74212,5.96523+j0.823634,5.78021-j1.31406,4.73981-j2.51937,3.70116-j2.96658,2.88995-j3.03579,2.2917-j2.94605,1.85162-j2.79775,1.52315-j2.63423,2419.2
2.87255+j2.23161,4.30289+j1.1425,4.59399-j0.23722,4.23525-j1.25349,3.66982-j1.85377,3.10694-j2.15829,2.61634-j2.28172,2.20937-j2.30121,1.87761-j2.26347,1.60806-j2.19573,4706.4
2.83683+j2.27379,4.32358+j1.20485,4.65001-j0.208306,4.28982-j1.25903,3.70928-j1.87724,3.13142-j2.18736,2.62969-j2.31027,2.21528-j2.32686,1.87882-j2.28562,1.6064-j2.21455,4506
2.74865+j2.36782,4.367+j1.35655,4.7846-j0.134788,4.42288-j1.27148,3.80492-j1.93444,3.18993-j2.2581,2.66092-j2.3793,2.22857-j2.38846,1.88092-j2.33853,1.60177-j2.25926,4098
2.04141+j2.80316,4.39393+j2.5644,5.81525+j0.661814,5.57951-j1.31741,4.60578-j2.43258,3.63454-j2.8635,2.86497-j2.94419,2.28907-j2.87125,1.86028-j2.73816,1.53715-j2.58686,2542.8
2.88029+j2.22212,4.29814+j1.12889,4.58171-j0.243428,4.22334-j1.25225,3.6612-j1.84866,3.10157-j2.15195,2.61339-j2.27548,2.20804-j2.29558,1.87731-j2.2586,1.6084-j2.19159,4753.2
2.73878+j2.37754,4.37124+j1.37339,4.79941-j0.126342,4.43769-j1.27277,3.81552-j1.94081,3.19634-j2.26596,2.66428-j2.38693,2.22996-j2.39524,1.88108-j2.34433,1.6012-j2.26413,4058.4
2.37513+j2.65324,4.44985+j1.98916,5.32929+j0.227877,4.99653-j1.30818,4.20858-j2.1812,3.42408-j2.56066,2.77606-j2.66739,2.26953-j2.63938,1.87808-j2.5495,1.57405-j2.43439,3064.8
2.46481+j2.59802,4.44385+j1.83702,5.19993+j0.131391,4.85421-j1.30164,4.1097-j2.11995,3.36862-j2.48599,2.75027-j2.59737,2.26162-j2.57931,1.88037-j2.49964,1.58191-j2.39346,3250.8
2.02536+j2.80843,4.38795+j2.59246,5.83893+j0.686348,5.6104-j1.31711,4.62649-j2.44593,3.64498-j2.87941,2.86899-j2.95841,2.28961-j2.88293,1.85902-j2.74749,1.53502-j2.59431,2522.4
2.78538+j2.33026,4.35018+j1.29367,4.72907-j0.165823,4.36764-j1.26649,3.76531-j1.91069,3.16584-j2.22876,2.64817-j2.35074,2.22325-j2.36305,1.88019-j2.31676,1.60379-j2.2409,4255.2
2.58241+j2.51397,4.4229+j1.63829,5.0297+j0.0146726,4.67316-j1.29087,3.98271-j2.04206,3.29559-j2.39061,2.71488-j2.50691,2.2495-j2.50083,1.88185-j2.4339,1.59105-j2.33905,3542.4
2.6484+j2.46019,4.40452+j1.52679,4.93333-j0.0465996,4.57341-j1.28377,3.91218-j1.99916,3.25415-j2.33789,2.69409-j2.45639,2.24177-j2.45659,1.88193-j2.39653,1.59561-j2.3079,3738
2.53182+j2.55185,4.43374+j1.72372,5.10307+j0.0636172,4.75041-j1.2958,4.03705-j2.07529,3.3271-j2.43136,2.73034-j2.54569,2.25497-j2.5346,1.88143-j2.46227,1.58728-j2.36259,3409.2
2.84268+j2.26706,4.32031+j1.19468,4.64089-j0.213074,4.28092-j1.25814,3.70285-j1.87341,3.12745-j2.18262,2.62753-j2.30562,2.21433-j2.32268,1.87864-j2.28203,1.60669-j2.2115,4537.2
2.35369+j2.6654,4.45+j2.02566,5.36024+j0.252027,5.03125-j1.30952,4.23258-j2.19615,3.43736-j2.57884,2.7821-j2.68433,2.27126-j2.65383,1.87738-j2.56142,1.57206-j2.44415,3024
2.26511+j2.71173,4.44534+j2.17706,5.48836+j0.356631,5.17805-j1.31408,4.33357-j2.25938,3.49242-j2.65548,2.80653-j2.7553,2.27772-j2.71398,1.87389-j2.61085,1.56329-j2.48439,2868
2.56474+j2.5275,4.427+j1.66812,5.05536+j0.031559,4.70004-j1.29265,4.00165-j2.05362,3.30662-j2.4048,2.72032-j2.52044,2.25145-j2.51263,1.88174-j2.44383,1.58976-j2.34729,3494.4
